,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
416,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,1jJci4qxiYcOHhQR247rEU,302840
417,0.654,0.828,-5.377,0.0281,0.00146,0.000144,0.122,0.79,112.056,2x8evxqUlF0eRabbW2JBJd,183893
418,0.585,0.717,-8.379,0.0311,0.0561,0.0148,0.366,0.636,111.563,7uMZy0bALAdneerERyr7Ks,450984
419,0.526,0.723,-5.59,0.0294,0.3,0.00698,0.058,0.744,159.685,04uR2cdkgiaLIzebPcs25m,246213
420,0.555,0.881,-2.332,0.0332,0.0598,0.628,0.369,0.676,118.671,74tnaKUsXIXeY3ryb9pfjG,247907
421,0.471,0.75,-4.864,0.196,3.13e-05,0.103,0.271,0.652,162.944,4N90LxX3kWhJucPQ484Qy9,175907
422,0.452,0.805,-4.368,0.0299,0.00551,3.18e-06,0.221,0.708,114.431,6gaWfLDoeG1eoiDAVBN4i8,246120
423,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,086myS9r57YsLbJpU0TgK9,161124
424,0.211,0.849,-3.994,0.116,0.00605,0.000436,0.263,0.59,175.616,4KspXoCVJXGY1VrvEe1Hdm,180267
425,0.463,0.836,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,6BqWhxll86CGGE6WxgdRqG,165120
426,0.231,0.919,-6.182,0.0722,0.00313,0.00442,0.0643,0.128,146.94,78tgXRq9Q6tPNP9hKCpgwB,300720
427,0.659,0.591,-6.713,0.0313,0.441,0.000861,0.0862,0.707,121.14,73M2Vb5MfZh8iGKudkMtlw,245640
428,0.348,0.875,-4.758,0.199,0.0341,0.0,0.117,0.407,169.152,2zzLRQ78kKfPTx8FJQCdC2,202133
429,0.647,0.532,-5.464,0.0282,0.0112,0.000271,0.1,0.621,96.979,5cIWkWH6xVdEllQ9ksuu2E,187720
430,0.421,0.95,-4.603,0.0662,0.00145,1.1e-05,0.245,0.472,160.02,7MfNoHB8JRNbSQ8P3eAfMQ,192120
431,0.509,0.922,-2.823,0.031,0.0219,0.00117,0.496,0.645,92.5,3IXRdLsQib8m0hBbQpe7T8,218787
432,0.699,0.812,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,4dyx5SzxPPaD8xQIid5Wjj,276693
433,0.699,0.6,-6.328,0.134,0.00231,0.00963,0.114,0.586,142.037,7lnXzMcgaK7CnzaQ7wj6k0,148092
434,0.637,0.963,-5.116,0.0882,0.000286,0.000889,0.0449,0.823,150.1,5kxVyCgEUND7E2QKG7JmoF,165000
435,0.574,0.807,-5.319,0.0348,0.00117,0.0,0.127,0.656,134.972,3lHh76erVVIK364LN7KBRr,183852
436,0.601,0.37,-10.543,0.0343,0.834,5.93e-05,0.112,0.455,121.934,3B4eW2VXGdOdsbTyfF5oDE,233499
437,0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005,2L9N0zZnd37dwF0clgxMGI,182888
438,0.733,0.721,-9.131,0.128,0.0135,0.00103,0.125,0.602,144.975,2hGchv7KYaINz9Z1qzufNm,137187
439,0.698,0.635,-9.093,0.0411,0.0766,0.00303,0.0983,0.273,105.995,5je2hi3IPkN0DnDKYpZWds,212065
440,0.656,0.838,-8.407,0.041,0.25,0.00281,0.207,0.74,132.981,3NanY0K4okhIQzL33U5Ad8,131253
441,0.651,0.508,-6.543,0.0324,0.428,1.22e-06,0.113,0.548,100.085,4whpHwKr9rH2MTFzXk7mkW,187100
442,0.392,0.541,-8.68,0.0641,0.102,1.02e-05,0.288,0.447,181.866,3PzeZR8CqtwXmSn5AVao7J,306656
443,0.617,0.901,-2.863,0.043,0.237,9.04e-05,0.55,0.617,100.012,4lAasiKJZR4CkDygazvpvB,155998
444,0.601,0.876,-2.75,0.0661,0.141,0.000919,0.13,0.622,129.996,6DcI73tbK4PoyI3GGV4zZS,179006
445,0.329,0.444,-9.973,0.0417,0.0578,0.0352,0.113,0.225,162.279,1170VohRSx6GwE6QDCHPPH,282206
446,0.492,0.807,-3.677,0.0854,0.205,0.00275,0.384,0.477,107.087,6luBKkFUt5wTwz7hpLhp12,229805
447,0.669,0.52,-9.599,0.032,0.198,0.0947,0.26,0.636,142.512,1Gvnzb3F9LghE6vaPC1qhI,189284
448,0.471,0.773,-6.862,0.0478,0.142,0.289,0.224,0.527,166.945,1PZhJNvdDjpsjZWrkfgff4,203876
449,0.612,0.598,-8.005,0.056,0.135,0.00423,0.106,0.186,179.965,1WdudtCCuMjsLNGgZwR1gd,173333
450,0.533,0.74,-5.767,0.0359,0.089,2.95e-06,0.337,0.465,89.934,2e2AXpIiJpet5b4qg85Gh6,185040
451,0.312,0.966,-1.431,0.123,0.0846,7.83e-06,0.235,0.454,89.514,6cJSXxvl9l94huIUIqsEQo,198027
452,0.51,0.934,-6.383,0.0406,0.218,0.00567,0.0747,0.74,156.861,0Mrm083tqUaTGUkiluSORf,240000
453,0.646,0.85,-5.466,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,14dJexYlvd3t3XAtD1pYW1,212568
454,0.664,0.5,-6.935,0.0651,0.799,0.0,0.0966,0.801,117.896,0GNVXNz7Jkicfk2mp5OyG5,182347
455,0.548,0.456,-5.979,0.0703,0.813,0.00464,0.122,0.53,173.839,31Wlc9ZnraX3JxrvMg9e8H,209188
456,0.765,0.582,-4.528,0.12,0.245,8.21e-05,0.154,0.36,132.992,0PLhwCmQ7cC3ThRGPn3HxF,171280
457,0.404,0.268,-9.631,0.0341,0.583,0.0,0.102,0.124,134.587,4WjxtORnwPavm5PDsAWJEc,268433
458,0.54,0.11,-19.885,0.0328,0.498,0.000614,0.0781,0.172,76.068,7LNm1oWd6PniO9wRYpNY5o,290132
459,0.58,0.788,-4.714,0.259,0.0123,1.84e-05,0.368,0.72,148.992,7tLTxOJY6cjQz4aJYMs8Nu,182426
460,0.751,0.595,-6.422,0.0274,0.209,0.00268,0.0881,0.713,92.999,12UQIJePnGeLmpVReYpG2w,160493
461,0.638,0.404,-8.31,0.0292,0.407,7.64e-06,0.0961,0.406,115.007,40GNYv0ldvcenD3hxFp1Kn,206893
462,0.522,0.957,-4.924,0.0687,0.0515,0.0014,0.144,0.917,170.91,0eNfURq0r0oNSwFyw1VuVT,178618
463,0.686,0.682,-7.656,0.0459,0.0443,0.0131,0.43,0.854,84.985,0T7aTl1t15HKHfwep4nANV,192000
464,0.553,0.71,-6.657,0.0424,0.0118,0.00111,0.149,0.262,83.026,7GtOjSSp5Qyi3gNbNDZgja,227374
465,0.643,0.687,-5.265,0.0436,0.00312,3.43e-06,0.0714,0.208,121.975,56kItkqB3oSsLrXK4p3ja4,217126
466,0.763,0.777,-4.404,0.0541,0.0203,1.65e-06,0.0534,0.841,114.989,55RszydvrfNlZ2BQdF1c4q,232267
467,0.753,0.266,-11.453,0.0478,0.759,0.0,0.11,0.321,142.026,1WThEmIxSyaqG6fVsyCmcL,235035
468,0.692,0.627,-6.104,0.0564,0.0836,9.38e-05,0.198,0.36,118.0,4bp2wYweUPvsBrQfntdYcr,232625
469,0.595,0.891,-3.928,0.0353,0.319,0.0987,0.327,0.539,95.013,3lNBpsW30g2xSngVw2l1U7,211783
470,0.668,0.902,-3.924,0.0386,0.169,8.74e-05,0.198,0.913,119.008,0uBdQzKghx88d2Lp8SLFKJ,262624
471,0.795,0.584,-5.758,0.0396,0.172,2.99e-05,0.103,0.785,127.05,0ZpHuEhi1CvOJgrqOSy8mv,146274
472,0.657,0.657,-5.707,0.0478,0.64,0.0,0.287,0.375,130.002,4Z3Mmn6cIeuKprHQyyAbXQ,188308
473,0.658,0.408,-9.798,0.0287,0.0674,1.97e-05,0.105,0.201,112.97,4tpguuBe7cTThXmDCYSJZq,176547
474,0.657,0.655,-6.38,0.0348,0.0323,4.95e-05,0.197,0.63,133.012,77Gdk4vNjXNxQ3fTBu3Nbq,266400
475,0.706,0.617,-9.362,0.0392,0.106,0.000415,0.113,0.247,99.995,4Q5LWPIKCuV6LRdDeqOYM7,216375
476,0.647,0.591,-7.09,0.0304,0.0456,0.0108,0.143,0.512,127.999,2A6wArvnvzSSSrAtTgQL4x,176001
477,0.551,0.865,-4.616,0.0406,0.000668,0.0,0.108,0.702,140.036,7uTqmYA0sSjmDVpQNGDz7j,193836
478,0.762,0.564,-6.504,0.0353,0.137,0.00229,0.291,0.485,106.015,11xCgS8k2RSzgngwkOqJV6,221092
479,0.58,0.895,-5.224,0.0396,0.099,0.0117,0.0911,0.356,116.953,1SldN7GTd0ADTjspv96wCl,207813
480,0.67,0.624,-7.68,0.0294,0.116,0.00366,0.131,0.407,129.987,6GqesoY3jZD9BqT1v4UEmk,247375
481,0.677,0.428,-8.026,0.111,0.296,0.0,0.0728,0.504,103.522,26NhDr8bfNqIkmkFCoFdeI,179280
482,0.641,0.773,-5.182,0.0676,0.00169,0.000189,0.115,0.555,114.677,0MtRE3z0MqQp9ZgYVW9s8u,213025
483,0.552,0.653,-8.632,0.0523,0.29,0.00124,0.247,0.647,119.672,4E3JYij2hnEDDP0Rgwikq6,173320
484,0.852,0.376,-10.434,0.0485,0.408,0.452,0.0956,0.484,114.999,5vbnQr1tWSSREmcIONIUm9,187072
485,0.687,0.768,-5.898,0.215,0.685,0.000202,0.0904,0.519,159.009,2pCR7dwwRpeAAnpUr1Ekwz,167842
486,0.514,0.744,-5.507,0.0725,0.0499,2.7e-05,0.0939,0.618,170.06,7kqwuYDC4u3vgN1xevrmGp,266912
487,0.69,0.728,-5.684,0.0323,0.0173,0.00132,0.175,0.658,117.013,181PmaC6c39r59gfhDGKdh,235280
488,0.625,0.813,-7.734,0.0304,0.148,0.00232,0.114,0.393,94.009,1NtoOI83OIXz4NXPj2VaKV,214320
489,0.751,0.576,-8.055,0.0415,0.227,9.99e-05,0.0966,0.801,105.013,3se5Q9CtQLv26cFWYOcExQ,221493
490,0.63,0.468,-7.887,0.0485,0.365,0.00163,0.0994,0.648,172.118,2IKix80lBA5ppm6096p5U7,170488
491,0.539,0.709,-6.687,0.0321,0.154,0.0666,0.161,0.41,163.944,2TaCG1ArsxRsUyZhqy5jei,166303
492,0.824,0.618,-5.435,0.0656,0.0132,0.0,0.0872,0.676,120.028,7uvxkcv7FWVh4wE91I8Bi2,243236
493,0.654,0.772,-6.658,0.0643,0.164,0.00399,0.1,0.548,160.067,1JNVs1DgzDKcL83wiXjQMv,183114
494,0.407,0.258,-7.307,0.0305,0.894,0.0,0.0739,0.285,135.247,7N1tjTxJe6k5wakOqpNbCj,222651
495,0.844,0.421,-6.421,0.11,0.718,0.000303,0.134,0.741,140.064,4Xl7ibqczUliZV3RNOnBzq,207685
496,0.707,0.86,-5.69,0.0408,0.121,0.0,0.255,0.861,102.969,41aABK6UlttIeeGplvwW5t,190933
497,0.644,0.689,-5.977,0.0344,0.152,0.0,0.119,0.687,120.005,09IAjxegM08998hgb6ZScZ,167290
498,0.642,0.609,-5.929,0.0293,0.0116,0.00237,0.11,0.284,100.062,7JrYr89YEIGwWqiEFUlSvj,164197
499,0.706,0.751,-5.801,0.0829,0.114,0.0,0.0833,0.788,172.027,3rgnM3MBkpsuVeSwmtXYia,150707
500,0.702,0.826,-5.588,0.078,0.000416,0.596,0.0333,0.977,150.018,2JLjlI1OGUSHL32Ex733IB,151267
501,0.616,0.709,-6.819,0.0738,0.673,0.00198,0.0657,0.907,162.042,79oft65PDY4LL7MoLQ6Nxp,187850
502,0.653,0.758,-5.916,0.0995,0.00244,1.63e-05,0.129,0.228,115.998,5vYaBqOAT6JpZlAD3gO1AO,268993
503,0.662,0.6,-7.038,0.026,0.483,0.00741,0.174,0.445,107.952,7BvU5P5RgbZ12LJdpF4iPK,156142
504,0.612,0.684,-6.801,0.0316,0.384,0.0235,0.213,0.697,140.985,1WcVAZYGMKdd2cqeDpuDGI,163051
505,0.514,0.305,-11.26,0.031,0.747,1.58e-05,0.165,0.336,49.534,3X3cftpXwcSXQM4fC5ihdo,152141
506,0.657,0.737,-8.028,0.0574,0.0201,0.0,0.179,0.768,153.045,4DdNJPSeSHacmc04nlvwx1,133000
507,0.813,0.541,-10.949,0.059,0.301,0.000416,0.0668,0.235,129.956,0BwDF0PRX9skmZ0BUWmLOF,186644
508,0.657,0.689,-6.053,0.0812,0.00482,0.0,0.0692,0.438,104.963,3wrgRknQKf58IIEbV4flhx,199042
509,0.655,0.543,-10.159,0.0822,0.449,0.00486,0.098,0.337,135.97,2NrgoKvt52oUq4qufUAoMh,189561
510,0.785,0.572,-7.504,0.123,0.0598,0.0,0.218,0.49,100.016,7mWFF4gPADjTQjC97CgFVt,235284
511,0.762,0.766,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,5fwSHlTEWpluwOM0Sxnh5k,287120
512,0.789,0.694,-5.781,0.0729,0.0982,0.0,0.0962,0.549,96.035,5QXQy0f2q8wJNpPwJtjifx,341875
513,0.911,0.712,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,6Sq7ltF9Qa7SNFBsV5Cogx,178567
514,0.327,0.941,-3.294,0.353,0.0231,0.0,0.0636,0.707,129.738,6ku3i5WNrsY3qhOq6ua9TL,199236
515,0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,5w9c2J52mkdntKOmRLeM2m,193227
516,0.816,0.538,-6.354,0.0617,0.0142,0.000496,0.099,0.156,97.054,3gE4eQH3K83Sght0ZLvuBK,210368
517,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,0KoiMHhqKLoL4xM54rcWYY,212500
518,0.61,0.624,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,2TH65lNHgvLxCKXM3apjxI,250534
519,0.894,0.635,-6.929,0.0473,0.193,0.00105,0.0823,0.428,105.013,14wf185UxfNbSy8dwt4r4q,249143
520,0.918,0.602,-3.986,0.115,0.401,7.28e-06,0.0805,0.158,96.518,42FWqCxAw5aG1FvjyVjIlH,275693
521,0.795,0.845,-3.809,0.135,0.105,1.14e-05,0.172,0.769,170.023,6DoL1yYIwEW7VZMRaJhoJI,254920
522,0.776,0.509,-6.266,0.467,0.192,1.49e-06,0.115,0.485,94.634,4w47S36wQGBhGg073q3nt7,129371
523,0.721,0.716,-7.037,0.0657,0.0334,0.00084,0.237,0.667,104.994,6cy3ki60hLwimwIje7tALf,221714
524,0.773,0.57,-3.482,0.113,0.372,0.00524,0.108,0.772,95.038,0FDMH2ahuIVzCybwHJK9zh,187125
525,0.635,0.902,-3.559,0.109,0.172,0.0,0.125,0.285,102.062,3eqOaTqnyb0GEgv6JInG6W,217822
526,0.594,0.808,-2.409,0.0489,0.415,1.39e-05,0.565,0.919,188.09,4VgYtXCVJ7IbWAZ5ryfvEQ,194892
527,0.882,0.689,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,2qG5sZ7Si6sdK74qLxedYM,161627
528,0.793,0.771,-3.417,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,35UUpTmrcFXNIVIN26ujXl,247308
529,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01,4t9a07PAghtQMRAIP9FQ7Z,266087
530,0.621,0.782,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,2tTmW7RDtMQtBk7m2rYeSw,198938
531,0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,6habFhsOp2NvshLv26DqMb,229360
532,0.639,0.791,-4.443,0.253,0.0275,0.0,0.362,0.939,92.603,25ZAibhr3bdlMCLmubZDVt,222347
533,0.674,0.694,-7.076,0.109,0.313,7.17e-06,0.0752,0.203,101.993,3tJ4y2Zqx6gM9xOAuFfsSF,199179
534,0.663,0.857,-2.16,0.0544,0.0542,0.0,0.144,0.931,126.039,6Vh03bkEfXqekWp7Y1UBRb,200213
535,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,6i0V12jOa3mr6uu4WYhUBr,195920
536,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,6F5c58TMEs1byxUstkzVeM,223546
537,0.868,0.7,-6.408,0.1,0.0933,0.00685,0.0815,0.458,121.988,7b9WVKS9dt9OyRFAbGTP8P,194754
538,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,3MjUtNVVq3C8Fn0MP3zhXa,211067
539,0.516,0.595,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,5Ohxk2dO5COHF1krpoPigN,340707
540,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,5mMjkxGijQB4JZallYrkOW,193213
541,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400
542,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,219147
543,0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943,6Bjtr3tPdto5nyuLYf61sN,185352
544,0.751,0.736,-4.168,0.156,0.0206,0.0,0.265,0.352,130.014,1ve0SgTZkv3wdggJLqtBYU,262147
545,0.262,0.606,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857,3zHq9ouUJQFQRf3cm1rRLu,252534
546,0.722,0.821,-3.856,0.165,0.073,0.0,0.631,0.721,127.944,2OsEJFTfzfjG4oC92cuP2c,210293
547,0.753,0.598,-7.166,0.064,0.247,0.0,0.146,0.666,105.947,1I1fJSRS6S8FE4dTkOQezu,154167
548,0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.0477,0.668,103.987,6ce41JVa6KFaryfmC2bu2W,232120
549,0.613,0.857,-5.492,0.0366,0.0012,0.0,0.358,0.664,124.987,56ZrTFkANjeAMiS14njg4E,182000
550,0.775,0.904,-4.08,0.0437,0.0271,0.000303,0.06,0.84,130.009,5st5644IlBmKiiRE73UsoZ,219893
551,0.669,0.78,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,5ka2ajep9OAvU5Sgduhiex,212333
552,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,18n3RlT0UNcy2yHImHy8IT,224840
553,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,60nZcImufyMA1MKQY3dcCH,232720
554,0.612,0.877,-4.43,0.064,0.000992,0.00563,0.462,0.38,131.068,02d1E4NRuh7OEQO4vCb9PD,264520
555,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,2K87XMYnUMqLcX3zvtAF4G,192120
556,0.792,0.634,-6.566,0.0348,0.245,7.11e-06,0.136,0.322,99.989,6Sjl4KtCBxaJza3BTTXJE6,207612
557,0.691,0.795,-4.021,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,2k3MdyqMHmfZubFg3pmtby,227333
558,0.624,0.876,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943,0afhq8XCExXpqazXczTSve,170827
559,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,4llK75pXNWZz6KAho2Gp16,259453
560,0.62,0.805,-5.538,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,2hHLbkatPwOOmrNxTiD41L,204764
561,0.636,0.831,-3.945,0.182,0.0294,3.85e-06,0.272,0.668,175.015,2fTsFCKRFQ5M0igJgabnLA,223053
562,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,2Zr5zgU9qEoOPvJbU0GScq,230613
563,0.715,0.97,-2.206,0.0648,0.0644,0.000156,0.205,0.963,79.504,3AszgPDZd9q0DpDFt4HFBy,239240
564,0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,3W3KtDwAIg3mAruSpnfG3Q,199938
565,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,20I6sIOMTCkB6w7ryavxtO,193400
566,0.756,0.572,-7.019,0.0763,0.0478,0.0,0.0853,0.417,102.986,10GJQkjRJcZhGTLagFOC62,204400
567,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,13P5rwmk2EsoFRIz9UCeh9,237627
568,0.828,0.818,-5.331,0.0948,0.0017,0.371,0.203,0.431,125.072,6yMhdnw1QFll8n3KuFmJ1s,169695
569,0.705,0.872,-3.557,0.126,0.0618,0.0,0.227,0.75,93.628,2QsoVMTKj5m5kgztTOep98,207040
570,0.614,0.928,-4.806,0.0516,0.0408,0.00104,0.0845,0.879,172.656,4r8lRYnoOGdEi6YyI5OC1o,200560
571,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373
572,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,55h7vJchibLdUkxdlX3fK7,178560
573,0.569,0.918,-2.509,0.0279,0.00241,2.98e-05,0.307,0.541,128.037,08bg5QA5OQ31h73avz0pXP,171328
574,0.76,0.703,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997,1u8c2t2Cy7UBoG4ArRcF5g,231827
575,0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,3eR23VReFzcdmS7TYCrhCe,220781
576,0.65,0.967,-4.917,0.0836,0.0287,0.000147,0.386,0.264,128.012,3Sm4xtt7il1cfs3X8vN88c,157500
577,0.706,0.728,-3.602,0.0852,0.123,0.0,0.185,0.851,121.017,3xSp2wM7K4wrjZivuCRwox,201600
578,0.555,0.772,-5.007,0.0523,0.315,0.0,0.105,0.346,86.921,5lF0pHbsJ0QqyIrLweHJPW,231213
579,0.471,0.924,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,3528IXKpbb7OMjdjWYlbfD,177280
580,0.707,0.752,-4.401,0.0885,0.269,0.0,0.377,0.724,150.061,2VhPOtIQw2UpQmRVevdviU,199373
581,0.545,0.686,-4.081,0.0665,0.00265,0.0,0.477,0.486,127.996,5RhxBpoCwX2vLBcSJzYa5j,186493
582,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,4rHZZAmHpZrA3iH5zx8frV,484147
583,0.602,0.863,-5.423,0.0773,0.0178,0.0,0.389,0.732,150.183,05PNBWOlexyIehkrSmvZSY,206373
584,0.613,0.622,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,2y4lAQpi5VTNLu2ldeTdUH,231240
585,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,22VdIZQfgXJea34mQxlt81,213520
586,0.645,0.585,-6.122,0.0513,0.00314,0.0,0.165,0.353,131.931,5jrdCoLpJSvHHorevXBATy,215672
587,0.733,0.65,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,18AJRdgUoO9EYn11N7xzaT,209160
588,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,3CRDbSIZ4r5MsZ0YwxuEkn,202333
589,0.836,0.552,-5.66,0.0851,0.0433,0.0,0.0773,0.525,97.036,5fHNot2sHBsTUMqaGQlksX,218173
590,0.472,0.908,-3.089,0.0751,0.0218,3.15e-06,0.172,0.221,127.992,4mdIgvRkq6F8Cfr0SsBlL0,165938
591,0.766,0.658,-6.721,0.0449,0.136,0.0973,0.113,0.185,122.981,3khtCyuzc6LaAaxKVbARlK,179792
592,0.693,0.705,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951,38iU2jg98IZZEIJPrP7aWD,237947
593,0.754,0.811,-3.679,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,0PSZ9G584Ve27GK6ThlY6P,267960
594,0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954,5InWRmnfgjVwQWoXHNBATu,214013
595,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,2YWjW3wwQIBLNhxWKBQd16,176561
596,0.639,0.868,-5.613,0.0833,0.0159,0.255,0.249,0.123,128.096,2DbQpyXOWGsKW2R9zSvFq9,154687
597,0.722,0.761,-4.459,0.0475,0.0117,0.0,0.315,0.624,128.044,7pYfyrMNPn3wtoCyqcTVoI,201493
598,0.664,0.705,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,6sy3LkhNFjJWlaeSMNwQ62,257840
599,0.626,0.799,-6.612,0.046,0.000358,0.00155,0.36,0.369,98.992,0iOu4s8w3pE9vbpb1SHXsL,274213
600,0.713,0.718,-3.806,0.0278,0.00233,0.0,0.0838,0.656,126.999,5G2c6FsfTzgYUzageCmfXY,197600
601,0.919,0.528,-8.926,0.23,0.00979,5.59e-05,0.37,0.855,119.988,113CqTH74b2jpFjPPU755D,161496
602,0.609,0.668,-4.515,0.0308,0.287,0.0104,0.0974,0.212,82.975,0TRmtiR9q6XnYDzXmoMpGC,228434
603,0.426,0.224,-8.683,0.0391,0.948,0.0,0.112,0.399,85.728,5nNTGNbxS30PX6sZpYh9hJ,230480
604,0.575,0.33,-6.557,0.031,0.416,0.0,0.0872,0.277,95.801,6QfS2wq5sSC1xAJCQsTSlj,217213
605,0.694,0.602,-7.358,0.0276,0.472,0.0982,0.109,0.329,104.997,7jUBj3nZfs0dRqr68b4yxy,164008
606,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,2TIlqbIneP0ZY1O0EzYLlc,182161
607,0.653,0.821,-8.318,0.0431,0.0265,0.00589,0.236,0.14,128.109,6kxXgUyPMsP43mbXAMVjWY,159287
608,0.793,0.645,-9.815,0.0443,0.531,0.00021,0.1,0.365,115.98,5maiCdBRKITzSbx4mdyy8r,184138
609,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,2JzZzZUQj3Qff7wapcbKjc,229526
610,0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,1HNkqx9Ahdgi1Ixy2xkKkL,258987
611,0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,2YlZnw2ikdb837oKMKjBkW,225053
612,0.655,0.899,-2.314,0.0372,0.00273,3.76e-05,0.34,0.707,126.021,5IR4eSVnuXPu8pJtQuzC5I,175238
613,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,4hQ6UGyWQIGJmHSo0J88JW,207905
614,0.481,0.267,-9.249,0.0339,0.8,0.0,0.249,0.137,117.64,4WzhjxvLP95y7AMDy0Atwb,227693
615,0.661,0.943,-2.52,0.0392,0.0188,0.000231,0.272,0.71,128.16,3T7ZHIgO30bKeASQppPtM6,198281
616,0.572,0.802,-5.286,0.0412,0.0125,0.000101,0.135,0.555,174.03,3oeBaOmuWeNPjCVpWPjUvg,193103
617,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,5PsMbxhgWpJMsouEfDTX6r,233478
618,0.672,0.628,-7.203,0.0856,0.192,0.587,0.333,0.159,60.045,6NWq3JOKCQ21Av7y2q5RFb,185005
619,0.589,0.966,-4.106,0.0972,0.03,0.0,0.147,0.802,129.983,3tgZ9vmhuAY9wEoNUJskzV,204200
620,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,127.975,0C4ejWmOTMv8vuYj85mf8m,243533
621,0.708,0.641,-4.271,0.0336,0.205,0.0,0.0925,0.253,113.082,0lupJBVy4UQrvI4Oy3PvI7,268120
622,0.754,0.652,-4.924,0.0308,0.174,0.0,0.113,0.474,95.006,1FvOiE8MGWB8MUCAPvro3h,192013
623,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,5HCyWlXZPP0y6Gqq8TgA20,141806
624,0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,1QV6tiMFM6fSOKOGLMHYYg,237200
